Year,State,Ag District,Ag District Code,County,Value
1987,ILLINOIS,NORTHWEST,10,ROCK ISLAND,43.5
1986,ILLINOIS,NORTHWEST,10,ROCK ISLAND,42.5
1985,ILLINOIS,NORTHWEST,10,ROCK ISLAND,42.5
1984,ILLINOIS,NORTHWEST,10,ROCK ISLAND,35.5
1983,ILLINOIS,NORTHWEST,10,ROCK ISLAND,39.5
1982,ILLINOIS,NORTHWEST,10,ROCK ISLAND,38.5
1981,ILLINOIS,NORTHWEST,10,ROCK ISLAND,43.5
1980,ILLINOIS,NORTHWEST,10,ROCK ISLAND,38
2022,ILLINOIS,SOUTHEAST,90,SALINE,52.8
2021,ILLINOIS,SOUTHEAST,90,SALINE,59.2
2020,ILLINOIS,SOUTHEAST,90,SALINE,59
2018,ILLINOIS,SOUTHEAST,90,SALINE,49.4
2017,ILLINOIS,SOUTHEAST,90,SALINE,49.9
2016,ILLINOIS,SOUTHEAST,90,SALINE,46.8
2014,ILLINOIS,SOUTHEAST,90,SALINE,46.3
2013,ILLINOIS,SOUTHEAST,90,SALINE,47
2012,ILLINOIS,SOUTHEAST,90,SALINE,29.9
2011,ILLINOIS,SOUTHEAST,90,SALINE,36.7
2010,ILLINOIS,SOUTHEAST,90,SALINE,39.1
2009,ILLINOIS,SOUTHEAST,90,SALINE,45
2008,ILLINOIS,SOUTHEAST,90,SALINE,40
2007,ILLINOIS,SOUTHEAST,90,SALINE,27
2006,ILLINOIS,SOUTHEAST,90,SALINE,45
2005,ILLINOIS,SOUTHEAST,90,SALINE,46
2004,ILLINOIS,SOUTHEAST,90,SALINE,43
2003,ILLINOIS,SOUTHEAST,90,SALINE,38
2002,ILLINOIS,SOUTHEAST,90,SALINE,24
2001,ILLINOIS,SOUTHEAST,90,SALINE,45
2000,ILLINOIS,SOUTHEAST,90,SALINE,40
1999,ILLINOIS,SOUTHEAST,90,SALINE,28
1998,ILLINOIS,SOUTHEAST,90,SALINE,31.5
1997,ILLINOIS,SOUTHEAST,90,SALINE,36
1996,ILLINOIS,SOUTHEAST,90,SALINE,36.5
1995,ILLINOIS,SOUTHEAST,90,SALINE,27
1994,ILLINOIS,SOUTHEAST,90,SALINE,34
1993,ILLINOIS,SOUTHEAST,90,SALINE,34
1992,ILLINOIS,SOUTHEAST,90,SALINE,40.5
1991,ILLINOIS,SOUTHEAST,90,SALINE,33.5
1990,ILLINOIS,SOUTHEAST,90,SALINE,32.5
1989,ILLINOIS,SOUTHEAST,90,SALINE,32
1988,ILLINOIS,SOUTHEAST,90,SALINE,29.5
1987,ILLINOIS,SOUTHEAST,90,SALINE,30
1986,ILLINOIS,SOUTHEAST,90,SALINE,33
1985,ILLINOIS,SOUTHEAST,90,SALINE,33.5
1984,ILLINOIS,SOUTHEAST,90,SALINE,28
1983,ILLINOIS,SOUTHEAST,90,SALINE,20
1982,ILLINOIS,SOUTHEAST,90,SALINE,30
1981,ILLINOIS,SOUTHEAST,90,SALINE,24.5
1980,ILLINOIS,SOUTHEAST,90,SALINE,21
2022,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,72.7
2021,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,72.1
2020,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,68.8
2019,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,65.5
2018,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,80.4
2017,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,70.3
2016,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,66.2
2015,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,60.7
2014,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,63.3
2013,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,57
2012,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,49.5
2011,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,56.1
2010,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,60.4
2009,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,53
2008,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,51
2007,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,51
2006,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,54
2005,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,53
2004,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,54
2003,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,48
2002,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,51
2001,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,48
2000,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,48
1999,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,46
1998,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,49.5
1997,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,44.5
1996,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,46
1995,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,42
1994,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,49.5
1993,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,47
1992,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,48.5
1991,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,48.5
1990,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,45
1989,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,48
1988,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,31
1987,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,41.5
1986,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,48.5
1985,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,49
1984,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,38
1983,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,33
1982,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,44.5
1981,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,44
1980,ILLINOIS,WEST SOUTHWEST,60,SANGAMON,38.5
2022,ILLINOIS,WEST,30,SCHUYLER,63.1
2021,ILLINOIS,WEST,30,SCHUYLER,63.2
2020,ILLINOIS,WEST,30,SCHUYLER,58.1
2018,ILLINOIS,WEST,30,SCHUYLER,59.9
2017,ILLINOIS,WEST,30,SCHUYLER,58.6
2016,ILLINOIS,WEST,30,SCHUYLER,56.9
2015,ILLINOIS,WEST,30,SCHUYLER,53.2
2014,ILLINOIS,WEST,30,SCHUYLER,52.4
2013,ILLINOIS,WEST,30,SCHUYLER,49.8
2012,ILLINOIS,WEST,30,SCHUYLER,37
2011,ILLINOIS,WEST,30,SCHUYLER,45.1
2010,ILLINOIS,WEST,30,SCHUYLER,48.6
2009,ILLINOIS,WEST,30,SCHUYLER,48
2008,ILLINOIS,WEST,30,SCHUYLER,46
2007,ILLINOIS,WEST,30,SCHUYLER,38
2006,ILLINOIS,WEST,30,SCHUYLER,41
2005,ILLINOIS,WEST,30,SCHUYLER,44
2004,ILLINOIS,WEST,30,SCHUYLER,52
2003,ILLINOIS,WEST,30,SCHUYLER,43
2002,ILLINOIS,WEST,30,SCHUYLER,43
2001,ILLINOIS,WEST,30,SCHUYLER,46
2000,ILLINOIS,WEST,30,SCHUYLER,45
1999,ILLINOIS,WEST,30,SCHUYLER,39
1998,ILLINOIS,WEST,30,SCHUYLER,45
1997,ILLINOIS,WEST,30,SCHUYLER,39.5
1996,ILLINOIS,WEST,30,SCHUYLER,40
1995,ILLINOIS,WEST,30,SCHUYLER,37.5
1994,ILLINOIS,WEST,30,SCHUYLER,46
1993,ILLINOIS,WEST,30,SCHUYLER,44
1992,ILLINOIS,WEST,30,SCHUYLER,41.5
1991,ILLINOIS,WEST,30,SCHUYLER,38
1990,ILLINOIS,WEST,30,SCHUYLER,35
1989,ILLINOIS,WEST,30,SCHUYLER,37.5
1988,ILLINOIS,WEST,30,SCHUYLER,28.5
1987,ILLINOIS,WEST,30,SCHUYLER,33
1986,ILLINOIS,WEST,30,SCHUYLER,39
1985,ILLINOIS,WEST,30,SCHUYLER,36
1984,ILLINOIS,WEST,30,SCHUYLER,28.5
1983,ILLINOIS,WEST,30,SCHUYLER,22.5
1982,ILLINOIS,WEST,30,SCHUYLER,38
1981,ILLINOIS,WEST,30,SCHUYLER,37
1980,ILLINOIS,WEST,30,SCHUYLER,32
2022,ILLINOIS,WEST SOUTHWEST,60,SCOTT,72.1
2021,ILLINOIS,WEST SOUTHWEST,60,SCOTT,64.9
2020,ILLINOIS,WEST SOUTHWEST,60,SCOTT,65.1
2017,ILLINOIS,WEST SOUTHWEST,60,SCOTT,62.9
2016,ILLINOIS,WEST SOUTHWEST,60,SCOTT,57.9
2015,ILLINOIS,WEST SOUTHWEST,60,SCOTT,50.7
2014,ILLINOIS,WEST SOUTHWEST,60,SCOTT,54.6
2013,ILLINOIS,WEST SOUTHWEST,60,SCOTT,53.3
2012,ILLINOIS,WEST SOUTHWEST,60,SCOTT,43.5
2011,ILLINOIS,WEST SOUTHWEST,60,SCOTT,44.4
2010,ILLINOIS,WEST SOUTHWEST,60,SCOTT,52.3
2009,ILLINOIS,WEST SOUTHWEST,60,SCOTT,51
2008,ILLINOIS,WEST SOUTHWEST,60,SCOTT,47
2007,ILLINOIS,WEST SOUTHWEST,60,SCOTT,40
2006,ILLINOIS,WEST SOUTHWEST,60,SCOTT,48
2005,ILLINOIS,WEST SOUTHWEST,60,SCOTT,47
2004,ILLINOIS,WEST SOUTHWEST,60,SCOTT,52
2003,ILLINOIS,WEST SOUTHWEST,60,SCOTT,46
2002,ILLINOIS,WEST SOUTHWEST,60,SCOTT,44
2001,ILLINOIS,WEST SOUTHWEST,60,SCOTT,42
2000,ILLINOIS,WEST SOUTHWEST,60,SCOTT,46
1999,ILLINOIS,WEST SOUTHWEST,60,SCOTT,37
1998,ILLINOIS,WEST SOUTHWEST,60,SCOTT,45
1997,ILLINOIS,WEST SOUTHWEST,60,SCOTT,42
1996,ILLINOIS,WEST SOUTHWEST,60,SCOTT,42.5
1995,ILLINOIS,WEST SOUTHWEST,60,SCOTT,39
1994,ILLINOIS,WEST SOUTHWEST,60,SCOTT,44
1993,ILLINOIS,WEST SOUTHWEST,60,SCOTT,43
1992,ILLINOIS,WEST SOUTHWEST,60,SCOTT,40.5
1991,ILLINOIS,WEST SOUTHWEST,60,SCOTT,44
1990,ILLINOIS,WEST SOUTHWEST,60,SCOTT,39
1989,ILLINOIS,WEST SOUTHWEST,60,SCOTT,39
1988,ILLINOIS,WEST SOUTHWEST,60,SCOTT,30
1987,ILLINOIS,WEST SOUTHWEST,60,SCOTT,33
1986,ILLINOIS,WEST SOUTHWEST,60,SCOTT,41.5
1985,ILLINOIS,WEST SOUTHWEST,60,SCOTT,40
1984,ILLINOIS,WEST SOUTHWEST,60,SCOTT,34.5
1983,ILLINOIS,WEST SOUTHWEST,60,SCOTT,24.5
1982,ILLINOIS,WEST SOUTHWEST,60,SCOTT,38.5
1981,ILLINOIS,WEST SOUTHWEST,60,SCOTT,39.5
1980,ILLINOIS,WEST SOUTHWEST,60,SCOTT,33.5
2022,ILLINOIS,EAST SOUTHEAST,70,SHELBY,67.1
2021,ILLINOIS,EAST SOUTHEAST,70,SHELBY,67.3
2020,ILLINOIS,EAST SOUTHEAST,70,SHELBY,60.4
2019,ILLINOIS,EAST SOUTHEAST,70,SHELBY,56.2
2018,ILLINOIS,EAST SOUTHEAST,70,SHELBY,70.4
2017,ILLINOIS,EAST SOUTHEAST,70,SHELBY,61
2016,ILLINOIS,EAST SOUTHEAST,70,SHELBY,57.5
2015,ILLINOIS,EAST SOUTHEAST,70,SHELBY,59.6
2014,ILLINOIS,EAST SOUTHEAST,70,SHELBY,56.5
2013,ILLINOIS,EAST SOUTHEAST,70,SHELBY,49
2012,ILLINOIS,EAST SOUTHEAST,70,SHELBY,46.1
2011,ILLINOIS,EAST SOUTHEAST,70,SHELBY,43.7
2010,ILLINOIS,EAST SOUTHEAST,70,SHELBY,55.4
2009,ILLINOIS,EAST SOUTHEAST,70,SHELBY,48
2008,ILLINOIS,EAST SOUTHEAST,70,SHELBY,49
2007,ILLINOIS,EAST SOUTHEAST,70,SHELBY,49
2006,ILLINOIS,EAST SOUTHEAST,70,SHELBY,48
2005,ILLINOIS,EAST SOUTHEAST,70,SHELBY,44
2004,ILLINOIS,EAST SOUTHEAST,70,SHELBY,50
2003,ILLINOIS,EAST SOUTHEAST,70,SHELBY,42
2002,ILLINOIS,EAST SOUTHEAST,70,SHELBY,38
2001,ILLINOIS,EAST SOUTHEAST,70,SHELBY,41
2000,ILLINOIS,EAST SOUTHEAST,70,SHELBY,47
1999,ILLINOIS,EAST SOUTHEAST,70,SHELBY,37
1998,ILLINOIS,EAST SOUTHEAST,70,SHELBY,41.5
1997,ILLINOIS,EAST SOUTHEAST,70,SHELBY,38
1996,ILLINOIS,EAST SOUTHEAST,70,SHELBY,32.5
1995,ILLINOIS,EAST SOUTHEAST,70,SHELBY,36
1994,ILLINOIS,EAST SOUTHEAST,70,SHELBY,44
1993,ILLINOIS,EAST SOUTHEAST,70,SHELBY,44
1992,ILLINOIS,EAST SOUTHEAST,70,SHELBY,44.5
1991,ILLINOIS,EAST SOUTHEAST,70,SHELBY,37.5
1990,ILLINOIS,EAST SOUTHEAST,70,SHELBY,37
1989,ILLINOIS,EAST SOUTHEAST,70,SHELBY,35.5
1988,ILLINOIS,EAST SOUTHEAST,70,SHELBY,27
1987,ILLINOIS,EAST SOUTHEAST,70,SHELBY,36.5
1986,ILLINOIS,EAST SOUTHEAST,70,SHELBY,41
1985,ILLINOIS,EAST SOUTHEAST,70,SHELBY,42.5
1984,ILLINOIS,EAST SOUTHEAST,70,SHELBY,25
1983,ILLINOIS,EAST SOUTHEAST,70,SHELBY,28
1982,ILLINOIS,EAST SOUTHEAST,70,SHELBY,37.5
1981,ILLINOIS,EAST SOUTHEAST,70,SHELBY,40
1980,ILLINOIS,EAST SOUTHEAST,70,SHELBY,34
2022,ILLINOIS,SOUTHWEST,80,ST CLAIR,53.6
2021,ILLINOIS,SOUTHWEST,80,ST CLAIR,59.6
2020,ILLINOIS,SOUTHWEST,80,ST CLAIR,52.7
2019,ILLINOIS,SOUTHWEST,80,ST CLAIR,53.2
2018,ILLINOIS,SOUTHWEST,80,ST CLAIR,56
2017,ILLINOIS,SOUTHWEST,80,ST CLAIR,50.9
2016,ILLINOIS,SOUTHWEST,80,ST CLAIR,52.4
2015,ILLINOIS,SOUTHWEST,80,ST CLAIR,45.8
2014,ILLINOIS,SOUTHWEST,80,ST CLAIR,49.2
2013,ILLINOIS,SOUTHWEST,80,ST CLAIR,39.8
2012,ILLINOIS,SOUTHWEST,80,ST CLAIR,31.6
2011,ILLINOIS,SOUTHWEST,80,ST CLAIR,35.8
2010,ILLINOIS,SOUTHWEST,80,ST CLAIR,50
2009,ILLINOIS,SOUTHWEST,80,ST CLAIR,42
2008,ILLINOIS,SOUTHWEST,80,ST CLAIR,46
2007,ILLINOIS,SOUTHWEST,80,ST CLAIR,32
2006,ILLINOIS,SOUTHWEST,80,ST CLAIR,37
2005,ILLINOIS,SOUTHWEST,80,ST CLAIR,43
2004,ILLINOIS,SOUTHWEST,80,ST CLAIR,46
2003,ILLINOIS,SOUTHWEST,80,ST CLAIR,34
2002,ILLINOIS,SOUTHWEST,80,ST CLAIR,33
2001,ILLINOIS,SOUTHWEST,80,ST CLAIR,41
2000,ILLINOIS,SOUTHWEST,80,ST CLAIR,41
1999,ILLINOIS,SOUTHWEST,80,ST CLAIR,35
1998,ILLINOIS,SOUTHWEST,80,ST CLAIR,39
1997,ILLINOIS,SOUTHWEST,80,ST CLAIR,38
1996,ILLINOIS,SOUTHWEST,80,ST CLAIR,38
1995,ILLINOIS,SOUTHWEST,80,ST CLAIR,28.5
1994,ILLINOIS,SOUTHWEST,80,ST CLAIR,38
1993,ILLINOIS,SOUTHWEST,80,ST CLAIR,39
1992,ILLINOIS,SOUTHWEST,80,ST CLAIR,39
1991,ILLINOIS,SOUTHWEST,80,ST CLAIR,35.5
1990,ILLINOIS,SOUTHWEST,80,ST CLAIR,31
1989,ILLINOIS,SOUTHWEST,80,ST CLAIR,34.5
1988,ILLINOIS,SOUTHWEST,80,ST CLAIR,28
1987,ILLINOIS,SOUTHWEST,80,ST CLAIR,34
1986,ILLINOIS,SOUTHWEST,80,ST CLAIR,35.5
1985,ILLINOIS,SOUTHWEST,80,ST CLAIR,34
1984,ILLINOIS,SOUTHWEST,80,ST CLAIR,30.5
1983,ILLINOIS,SOUTHWEST,80,ST CLAIR,27
1982,ILLINOIS,SOUTHWEST,80,ST CLAIR,37
1981,ILLINOIS,SOUTHWEST,80,ST CLAIR,37
1980,ILLINOIS,SOUTHWEST,80,ST CLAIR,27.5
2022,ILLINOIS,CENTRAL,40,STARK,70.8
2021,ILLINOIS,CENTRAL,40,STARK,70.1
2020,ILLINOIS,CENTRAL,40,STARK,63
2019,ILLINOIS,CENTRAL,40,STARK,58.8
2017,ILLINOIS,CENTRAL,40,STARK,64.6
2016,ILLINOIS,CENTRAL,40,STARK,65.2
2015,ILLINOIS,CENTRAL,40,STARK,62.6
2014,ILLINOIS,CENTRAL,40,STARK,57.9
2013,ILLINOIS,CENTRAL,40,STARK,57.2
2012,ILLINOIS,CENTRAL,40,STARK,51
2011,ILLINOIS,CENTRAL,40,STARK,59.5
2010,ILLINOIS,CENTRAL,40,STARK,58.2
2009,ILLINOIS,CENTRAL,40,STARK,46
2008,ILLINOIS,CENTRAL,40,STARK,53
2007,ILLINOIS,CENTRAL,40,STARK,52
2006,ILLINOIS,CENTRAL,40,STARK,54
2005,ILLINOIS,CENTRAL,40,STARK,47
2004,ILLINOIS,CENTRAL,40,STARK,56
2003,ILLINOIS,CENTRAL,40,STARK,36
2002,ILLINOIS,CENTRAL,40,STARK,52
2001,ILLINOIS,CENTRAL,40,STARK,50
2000,ILLINOIS,CENTRAL,40,STARK,49
1999,ILLINOIS,CENTRAL,40,STARK,50
1998,ILLINOIS,CENTRAL,40,STARK,53.5
1997,ILLINOIS,CENTRAL,40,STARK,50.5
1996,ILLINOIS,CENTRAL,40,STARK,50
1995,ILLINOIS,CENTRAL,40,STARK,45.5
1994,ILLINOIS,CENTRAL,40,STARK,52
1993,ILLINOIS,CENTRAL,40,STARK,46.5
1992,ILLINOIS,CENTRAL,40,STARK,43.5
1991,ILLINOIS,CENTRAL,40,STARK,48
1990,ILLINOIS,CENTRAL,40,STARK,46
1989,ILLINOIS,CENTRAL,40,STARK,45
1988,ILLINOIS,CENTRAL,40,STARK,35
1987,ILLINOIS,CENTRAL,40,STARK,46
1986,ILLINOIS,CENTRAL,40,STARK,47.5
1985,ILLINOIS,CENTRAL,40,STARK,50
1984,ILLINOIS,CENTRAL,40,STARK,41.5
1983,ILLINOIS,CENTRAL,40,STARK,38
1982,ILLINOIS,CENTRAL,40,STARK,43.5
1981,ILLINOIS,CENTRAL,40,STARK,44.5
1980,ILLINOIS,CENTRAL,40,STARK,41.5
2022,ILLINOIS,NORTHWEST,10,STEPHENSON,62.3
2021,ILLINOIS,NORTHWEST,10,STEPHENSON,64.5
2020,ILLINOIS,NORTHWEST,10,STEPHENSON,64.1
2019,ILLINOIS,NORTHWEST,10,STEPHENSON,56.4
2018,ILLINOIS,NORTHWEST,10,STEPHENSON,63.3
2017,ILLINOIS,NORTHWEST,10,STEPHENSON,59.2
2016,ILLINOIS,NORTHWEST,10,STEPHENSON,66.3
2015,ILLINOIS,NORTHWEST,10,STEPHENSON,59.9
2014,ILLINOIS,NORTHWEST,10,STEPHENSON,57.2
2013,ILLINOIS,NORTHWEST,10,STEPHENSON,55.8
2012,ILLINOIS,NORTHWEST,10,STEPHENSON,43.2
2011,ILLINOIS,NORTHWEST,10,STEPHENSON,60.3
2010,ILLINOIS,NORTHWEST,10,STEPHENSON,56.1
2009,ILLINOIS,NORTHWEST,10,STEPHENSON,49
2008,ILLINOIS,NORTHWEST,10,STEPHENSON,45
2007,ILLINOIS,NORTHWEST,10,STEPHENSON,54
2006,ILLINOIS,NORTHWEST,10,STEPHENSON,55
2005,ILLINOIS,NORTHWEST,10,STEPHENSON,50
2004,ILLINOIS,NORTHWEST,10,STEPHENSON,50
2003,ILLINOIS,NORTHWEST,10,STEPHENSON,26
2002,ILLINOIS,NORTHWEST,10,STEPHENSON,45
2001,ILLINOIS,NORTHWEST,10,STEPHENSON,46
2000,ILLINOIS,NORTHWEST,10,STEPHENSON,44
1999,ILLINOIS,NORTHWEST,10,STEPHENSON,52
1998,ILLINOIS,NORTHWEST,10,STEPHENSON,54
1997,ILLINOIS,NORTHWEST,10,STEPHENSON,47.5
1996,ILLINOIS,NORTHWEST,10,STEPHENSON,40.5
1995,ILLINOIS,NORTHWEST,10,STEPHENSON,50
1994,ILLINOIS,NORTHWEST,10,STEPHENSON,51
1993,ILLINOIS,NORTHWEST,10,STEPHENSON,38.5
1992,ILLINOIS,NORTHWEST,10,STEPHENSON,42.5
1991,ILLINOIS,NORTHWEST,10,STEPHENSON,47.5
1990,ILLINOIS,NORTHWEST,10,STEPHENSON,46.5
1989,ILLINOIS,NORTHWEST,10,STEPHENSON,42.5
1988,ILLINOIS,NORTHWEST,10,STEPHENSON,31
1987,ILLINOIS,NORTHWEST,10,STEPHENSON,45.5
1986,ILLINOIS,NORTHWEST,10,STEPHENSON,38.5
1985,ILLINOIS,NORTHWEST,10,STEPHENSON,41.5
1984,ILLINOIS,NORTHWEST,10,STEPHENSON,35.5
1983,ILLINOIS,NORTHWEST,10,STEPHENSON,36.5
1982,ILLINOIS,NORTHWEST,10,STEPHENSON,39
1981,ILLINOIS,NORTHWEST,10,STEPHENSON,41.5
1980,ILLINOIS,NORTHWEST,10,STEPHENSON,37.5
2022,ILLINOIS,CENTRAL,40,TAZEWELL,71
2021,ILLINOIS,CENTRAL,40,TAZEWELL,70.8
2020,ILLINOIS,CENTRAL,40,TAZEWELL,63.8
2019,ILLINOIS,CENTRAL,40,TAZEWELL,63.8
2018,ILLINOIS,CENTRAL,40,TAZEWELL,72.1
2017,ILLINOIS,CENTRAL,40,TAZEWELL,66.8
2016,ILLINOIS,CENTRAL,40,TAZEWELL,65
2015,ILLINOIS,CENTRAL,40,TAZEWELL,60.4
2014,ILLINOIS,CENTRAL,40,TAZEWELL,61
2013,ILLINOIS,CENTRAL,40,TAZEWELL,54.6
2012,ILLINOIS,CENTRAL,40,TAZEWELL,51.5
2011,ILLINOIS,CENTRAL,40,TAZEWELL,57.3
2010,ILLINOIS,CENTRAL,40,TAZEWELL,58.1
2009,ILLINOIS,CENTRAL,40,TAZEWELL,53
2008,ILLINOIS,CENTRAL,40,TAZEWELL,52
2007,ILLINOIS,CENTRAL,40,TAZEWELL,53
2006,ILLINOIS,CENTRAL,40,TAZEWELL,54
2005,ILLINOIS,CENTRAL,40,TAZEWELL,53
2004,ILLINOIS,CENTRAL,40,TAZEWELL,54
2003,ILLINOIS,CENTRAL,40,TAZEWELL,39
2002,ILLINOIS,CENTRAL,40,TAZEWELL,52
2001,ILLINOIS,CENTRAL,40,TAZEWELL,51
2000,ILLINOIS,CENTRAL,40,TAZEWELL,48
1999,ILLINOIS,CENTRAL,40,TAZEWELL,51
1998,ILLINOIS,CENTRAL,40,TAZEWELL,52
1997,ILLINOIS,CENTRAL,40,TAZEWELL,47.5
1996,ILLINOIS,CENTRAL,40,TAZEWELL,45.5
1995,ILLINOIS,CENTRAL,40,TAZEWELL,44.5
1994,ILLINOIS,CENTRAL,40,TAZEWELL,48.5
1993,ILLINOIS,CENTRAL,40,TAZEWELL,47.5
1992,ILLINOIS,CENTRAL,40,TAZEWELL,47
1991,ILLINOIS,CENTRAL,40,TAZEWELL,47.5
1990,ILLINOIS,CENTRAL,40,TAZEWELL,42
1989,ILLINOIS,CENTRAL,40,TAZEWELL,48.5
1988,ILLINOIS,CENTRAL,40,TAZEWELL,27
1987,ILLINOIS,CENTRAL,40,TAZEWELL,42.5
1986,ILLINOIS,CENTRAL,40,TAZEWELL,47
1985,ILLINOIS,CENTRAL,40,TAZEWELL,51.5
1984,ILLINOIS,CENTRAL,40,TAZEWELL,36.5
1983,ILLINOIS,CENTRAL,40,TAZEWELL,36
1982,ILLINOIS,CENTRAL,40,TAZEWELL,44
1981,ILLINOIS,CENTRAL,40,TAZEWELL,43
1980,ILLINOIS,CENTRAL,40,TAZEWELL,38
2022,ILLINOIS,SOUTHWEST,80,UNION,48
2021,ILLINOIS,SOUTHWEST,80,UNION,44.5
2020,ILLINOIS,SOUTHWEST,80,UNION,50.2
2019,ILLINOIS,SOUTHWEST,80,UNION,34
2017,ILLINOIS,SOUTHWEST,80,UNION,51.6
2016,ILLINOIS,SOUTHWEST,80,UNION,43.8
2013,ILLINOIS,SOUTHWEST,80,UNION,46.2
2012,ILLINOIS,SOUTHWEST,80,UNION,30.5
2011,ILLINOIS,SOUTHWEST,80,UNION,36.1
2010,ILLINOIS,SOUTHWEST,80,UNION,32.8
2009,ILLINOIS,SOUTHWEST,80,UNION,42
2008,ILLINOIS,SOUTHWEST,80,UNION,38
2007,ILLINOIS,SOUTHWEST,80,UNION,34
2006,ILLINOIS,SOUTHWEST,80,UNION,42
2005,ILLINOIS,SOUTHWEST,80,UNION,42
2004,ILLINOIS,SOUTHWEST,80,UNION,40
2003,ILLINOIS,SOUTHWEST,80,UNION,36
2002,ILLINOIS,SOUTHWEST,80,UNION,28
2001,ILLINOIS,SOUTHWEST,80,UNION,39
2000,ILLINOIS,SOUTHWEST,80,UNION,37
1999,ILLINOIS,SOUTHWEST,80,UNION,28
1998,ILLINOIS,SOUTHWEST,80,UNION,34.5
1997,ILLINOIS,SOUTHWEST,80,UNION,36.5
1996,ILLINOIS,SOUTHWEST,80,UNION,34
1995,ILLINOIS,SOUTHWEST,80,UNION,32
1994,ILLINOIS,SOUTHWEST,80,UNION,39.5
1993,ILLINOIS,SOUTHWEST,80,UNION,34
1992,ILLINOIS,SOUTHWEST,80,UNION,31.5
1991,ILLINOIS,SOUTHWEST,80,UNION,32
1990,ILLINOIS,SOUTHWEST,80,UNION,35
1989,ILLINOIS,SOUTHWEST,80,UNION,29.5
1988,ILLINOIS,SOUTHWEST,80,UNION,28
1987,ILLINOIS,SOUTHWEST,80,UNION,30
1986,ILLINOIS,SOUTHWEST,80,UNION,31
1985,ILLINOIS,SOUTHWEST,80,UNION,33
1984,ILLINOIS,SOUTHWEST,80,UNION,30.5
1983,ILLINOIS,SOUTHWEST,80,UNION,18.5
1982,ILLINOIS,SOUTHWEST,80,UNION,29
1981,ILLINOIS,SOUTHWEST,80,UNION,28
1980,ILLINOIS,SOUTHWEST,80,UNION,20.5
2022,ILLINOIS,EAST,50,VERMILION,67.6
2021,ILLINOIS,EAST,50,VERMILION,67.4
2020,ILLINOIS,EAST,50,VERMILION,61.8
2018,ILLINOIS,EAST,50,VERMILION,71.7
2017,ILLINOIS,EAST,50,VERMILION,64.9
2016,ILLINOIS,EAST,50,VERMILION,64.6
2015,ILLINOIS,EAST,50,VERMILION,61.2
2014,ILLINOIS,EAST,50,VERMILION,62.6
2013,ILLINOIS,EAST,50,VERMILION,54.2
2012,ILLINOIS,EAST,50,VERMILION,46.6
2011,ILLINOIS,EAST,50,VERMILION,44.9
2010,ILLINOIS,EAST,50,VERMILION,55.2
2009,ILLINOIS,EAST,50,VERMILION,55
2008,ILLINOIS,EAST,50,VERMILION,49
2007,ILLINOIS,EAST,50,VERMILION,55
2006,ILLINOIS,EAST,50,VERMILION,54
2005,ILLINOIS,EAST,50,VERMILION,51
2004,ILLINOIS,EAST,50,VERMILION,52
2003,ILLINOIS,EAST,50,VERMILION,37
2002,ILLINOIS,EAST,50,VERMILION,49
